      3.00000000      1.50000000     -0.24745019      0.00373725       1
      3.00000000      1.50000000      0.12211754     -0.00184784       2
      3.00000000      1.50000000     -0.06009379      0.00091106       3
      3.00000000      1.50000000      0.02948685     -0.00044790       4
      3.00000000      1.50000000     -0.01442628      0.00021957       5
      3.00000000      1.50000000      0.00703679     -0.00010732       6
      3.00000000      1.50000000     -0.00342162      0.00005229       7
      3.00000000      1.50000000      0.00165812     -0.00002540       8
      3.00000000      1.50000000     -0.00080039      0.00001229       9
      3.00000000      1.50000000      0.00038438     -0.00000592      10
      3.00000000      1.50000000     -0.00018299      0.00000284      11
      3.00000000      1.50000000      0.00008558     -0.00000134      12
      3.00000000      1.50000000     -0.00003847      0.00000062      13
      3.00000000      1.50000000      0.00001569     -0.00000027      14
      3.00000000      1.50000000     -0.00000467      0.00000010      15
      3.00000000      1.50000000     -0.00000065     -0.00000002      16
      3.00000000      1.50000000     -0.00000260      0.00000001      17
      3.00000000      1.50000000     -0.00000166     -0.00000000      18
      3.00000000      1.50000000     -0.00000211      0.00000000      19
      3.00000000      1.50000000     -0.00000189     -0.00000000      20
      3.00000000      1.50000000     -0.00000200      0.00000000      21
      3.00000000      1.50000000     -0.00000195     -0.00000000      22
      3.00000000      1.50000000     -0.00000197      0.00000000      23
      3.00000000      1.50000000     -0.00000196     -0.00000000      24
      3.00000000      1.50000000     -0.00000197      0.00000000      25
      3.00000000      1.51000000     -0.23751262      0.00368756       1
      3.00000000      1.51000000      0.11247337     -0.00174993       2
      3.00000000      1.51000000     -0.05309404      0.00082784       3
      3.00000000      1.51000000      0.02498376     -0.00039039       4
      3.00000000      1.51000000     -0.01171818      0.00018351       5
      3.00000000      1.51000000      0.00547785     -0.00008598       6
      3.00000000      1.51000000     -0.00255167      0.00004015       7
      3.00000000      1.51000000      0.00118397     -0.00001868       8
      3.00000000      1.51000000     -0.00054676      0.00000865       9
      3.00000000      1.51000000      0.00025071     -0.00000399      10
      3.00000000      1.51000000     -0.00011335      0.00000182      11
      3.00000000      1.51000000      0.00004965     -0.00000081      12
      3.00000000      1.51000000     -0.00002011      0.00000035      13
      3.00000000      1.51000000      0.00000641     -0.00000013      14
      3.00000000      1.51000000     -0.00000006      0.00000003      15
      3.00000000      1.51000000     -0.00000289      0.00000001      16
      3.00000000      1.51000000     -0.00000158     -0.00000001      17
      3.00000000      1.51000000     -0.00000218      0.00000000      18
      3.00000000      1.51000000     -0.00000190     -0.00000000      19
      3.00000000      1.51000000     -0.00000203      0.00000000      20
      3.00000000      1.51000000     -0.00000197     -0.00000000      21
      3.00000000      1.51000000     -0.00000200      0.00000000      22
      3.00000000      1.51000000     -0.00000199     -0.00000000      23
      3.00000000      1.51000000     -0.00000199      0.00000000      24
      3.00000000      1.52000000     -0.22777054      0.00363885       1
      3.00000000      1.52000000      0.10340316     -0.00165587       2
      3.00000000      1.52000000     -0.04678030      0.00075092       3
      3.00000000      1.52000000      0.02108940     -0.00033935       4
      3.00000000      1.52000000     -0.00947338      0.00015281       5
      3.00000000      1.52000000      0.00423963     -0.00006857       6
      3.00000000      1.52000000     -0.00188980      0.00003065       7
      3.00000000      1.52000000      0.00083854     -0.00001364       8
      3.00000000      1.52000000     -0.00036985      0.00000604       9
      3.00000000      1.52000000      0.00016141     -0.00000266      10
      3.00000000      1.52000000     -0.00006879      0.00000115      11
      3.00000000      1.52000000      0.00002764     -0.00000048      12
      3.00000000      1.52000000     -0.00000937      0.00000019      13
      3.00000000      1.52000000      0.00000125     -0.00000005      14
      3.00000000      1.52000000      0.00000236     -0.00000001      15
      3.00000000      1.52000000      0.00000187      0.00000000      16
      3.00000000      1.52000000      0.00000209     -0.00000000      17
      3.00000000      1.52000000      0.00000199      0.00000000      18
      3.00000000      1.52000000      0.00000203     -0.00000000      19
      3.00000000      1.52000000      0.00000201      0.00000000      20
      3.00000000      1.52000000      0.00000202     -0.00000000      21
      3.00000000      1.53000000     -0.21821887      0.00359109       1
      3.00000000      1.53000000      0.09487959     -0.00156549       2
      3.00000000      1.53000000     -0.04109536      0.00067987       3
      3.00000000      1.53000000      0.01773074     -0.00029413       4
      3.00000000      1.53000000     -0.00761963      0.00012675       5
      3.00000000      1.53000000      0.00326088     -0.00005440       6
      3.00000000      1.53000000     -0.00138920      0.00002325       7
      3.00000000      1.53000000      0.00058864     -0.00000989       8
      3.00000000      1.53000000     -0.00024743      0.00000418       9
      3.00000000      1.53000000      0.00010228     -0.00000175      10
      3.00000000      1.53000000     -0.00004057      0.00000071      11
      3.00000000      1.53000000      0.00001433     -0.00000027      12
      3.00000000      1.53000000     -0.00000318      0.00000009      13
      3.00000000      1.53000000     -0.00000156     -0.00000001      14
      3.00000000      1.53000000     -0.00000225      0.00000000      15
      3.00000000      1.53000000     -0.00000196     -0.00000000      16
      3.00000000      1.53000000     -0.00000208      0.00000000      17
      3.00000000      1.53000000     -0.00000203     -0.00000000      18
      3.00000000      1.53000000     -0.00000205      0.00000000      19
      3.00000000      1.53000000     -0.00000204     -0.00000000      20
      3.00000000      1.54000000     -0.20885265      0.00354426       1
      3.00000000      1.54000000      0.08687671     -0.00147865       2
      3.00000000      1.54000000     -0.03598636      0.00061432       3
      3.00000000      1.54000000      0.01484268     -0.00025415       4
      3.00000000      1.54000000     -0.00609500      0.00010469       5
      3.00000000      1.54000000      0.00249124     -0.00004293       6
      3.00000000      1.54000000     -0.00101298      0.00001752       7
      3.00000000      1.54000000      0.00040919     -0.00000711       8
